#Time       P(R1)      P(R2)      P(R3)     
 0.         0.         571.11E-12    0.        
 100.E-09      54.841E-15    570.87E-12    0.        
 200.E-09      219.36E-15    570.87E-12    1.E-21    
 5.1E-06       142.42E-12    570.72E-12    186.6E-18 
 10.E-06       546.69E-12    570.31E-12    2.7503E-15   
 14.9E-06      1.2118E-09    569.62E-12    13.515E-15   
 20.E-06       2.1798E-09    568.62E-12    43.733E-15   
 25.1E-06      3.4277E-09    567.34E-12    108.13E-15   
 30.E-06       4.8891E-09    565.84E-12    219.98E-15   
 34.9E-06      6.6064E-09    564.07E-12    401.63E-15   
 40.E-06       8.6644E-09    561.97E-12    690.77E-15   
 45.E-06       10.949E-09    559.63E-12    1.1029E-12   
 50.E-06       13.496E-09    557.03E-12    1.6755E-12   
 60.E-06       19.373E-09    551.07E-12    3.4517E-12   
 70.E-06       26.287E-09    544.09E-12    6.3531E-12   
 80.E-06       34.227E-09    536.14E-12    10.768E-12   
 90.E-06       43.185E-09    527.24E-12    17.136E-12   
 100.E-06      53.151E-09    517.43E-12    25.95E-12    
 110.E-06      64.116E-09    506.76E-12    37.748E-12   
 120.E-06      76.071E-09    495.25E-12    53.119E-12   
 130.E-06      89.007E-09    482.95E-12    72.693E-12   
 140.E-06      102.91E-09    469.9E-12     97.148E-12   
 150.E-06      117.79E-09    456.16E-12    127.2E-12    
 160.E-06      133.61E-09    441.76E-12    163.61E-12   
 170.E-06      150.39E-09    426.77E-12    207.18E-12   
 180.E-06      168.1E-09     411.23E-12    258.74E-12   
 190.E-06      186.74E-09    395.19E-12    319.15E-12   
 200.E-06      206.3E-09     378.71E-12    389.34E-12   
 210.E-06      226.78E-09    361.85E-12    470.24E-12   
 220.E-06      248.16E-09    344.66E-12    562.81E-12   
 230.E-06      270.44E-09    327.21E-12    668.06E-12   
 240.E-06      293.62E-09    309.55E-12    787.03E-12   
 250.E-06      317.67E-09    291.75E-12    920.76E-12   
 260.E-06      342.61E-09    273.87E-12    1.0704E-09   
 270.E-06      368.41E-09    255.98E-12    1.2369E-09   
 280.E-06      395.07E-09    238.14E-12    1.4216E-09   
 290.E-06      422.58E-09    220.41E-12    1.6255E-09   
 300.E-06      450.95E-09    202.87E-12    1.8499E-09   
 310.E-06      480.15E-09    185.58E-12    2.0959E-09   
 320.E-06      510.19E-09    168.62E-12    2.3648E-09   
 330.E-06      541.05E-09    152.05E-12    2.6578E-09   
 340.E-06      572.74E-09    135.94E-12    2.9762E-09   
 350.E-06      605.23E-09    120.37E-12    3.3213E-09   
 360.E-06      638.54E-09    105.4E-12     3.6942E-09   
 370.E-06      672.64E-09    91.123E-12    4.0965E-09   
 380.E-06      707.54E-09    77.595E-12    4.5293E-09   
 390.E-06      743.23E-09    64.896E-12    4.994E-09    
 400.E-06      779.7E-09     53.101E-12    5.492E-09    
 410.E-06      816.94E-09    42.284E-12    6.0247E-09   
 420.E-06      854.96E-09    32.522E-12    6.5933E-09   
 430.E-06      893.74E-09    23.888E-12    7.1993E-09   
 440.E-06      933.27E-09    16.461E-12    7.8441E-09   
 450.E-06      973.56E-09    10.317E-12    8.5291E-09   
 460.E-06      1.0146E-06    5.5311E-12    9.2556E-09   
 470.E-06      1.0564E-06    2.1816E-12    10.025E-09   
 480.E-06      1.0989E-06    345.44E-15    10.839E-09   
 490.E-06      1.1421E-06    99.795E-15    11.699E-09   
 500.E-06      1.1861E-06    1.5221E-12    12.606E-09   
 510.E-06      1.2308E-06    4.69E-12      13.562E-09   
 520.E-06      1.2762E-06    9.681E-12     14.568E-09   
 530.E-06      1.3223E-06    16.573E-12    15.625E-09   
 540.E-06      1.3691E-06    25.443E-12    16.736E-09   
 550.E-06      1.4166E-06    36.369E-12    17.901E-09   
 560.E-06      1.4648E-06    49.429E-12    19.122E-09   
 570.E-06      1.5137E-06    64.7E-12      20.4E-09     
 580.E-06      1.5633E-06    82.26E-12     21.738E-09   
 585.E-06      1.5884E-06    91.922E-12    22.429E-09   
 590.E-06      1.6136E-06    102.19E-12    23.136E-09   
 600.E-06      1.6645E-06    124.55E-12    24.596E-09   
 610.E-06      1.7161E-06    149.44E-12    26.119E-09   
 620.E-06      1.7684E-06    176.93E-12    27.707E-09   
 630.E-06      1.8213E-06    207.09E-12    29.361E-09   
 640.E-06      1.8749E-06    240.E-12      31.082E-09   
 650.E-06      1.9291E-06    275.73E-12    32.873E-09   
 660.E-06      1.984E-06     314.37E-12    34.734E-09   
 670.E-06      2.0395E-06    355.98E-12    36.668E-09   
 680.E-06      2.0957E-06    400.65E-12    38.674E-09   
 690.E-06      2.1525E-06    448.44E-12    40.756E-09   
 700.E-06      2.2099E-06    499.44E-12    42.914E-09   
 710.E-06      2.2679E-06    553.71E-12    45.149E-09   
 720.E-06      2.3266E-06    611.33E-12    47.464E-09   
 730.E-06      2.3859E-06    672.38E-12    49.86E-09    
 740.E-06      2.4458E-06    736.92E-12    52.337E-09   
 750.E-06      2.5063E-06    805.04E-12    54.898E-09   
 760.E-06      2.5674E-06    876.79E-12    57.544E-09   
 770.E-06      2.6291E-06    952.26E-12    60.276E-09   
 780.E-06      2.6914E-06    1.0315E-09    63.095E-09   
 790.E-06      2.7543E-06    1.1146E-09    66.004E-09   
 800.E-06      2.8178E-06    1.2017E-09    69.002E-09   
 810.E-06      2.8819E-06    1.2927E-09    72.093E-09   
 820.E-06      2.9466E-06    1.3878E-09    75.277E-09   
 830.E-06      3.0118E-06    1.487E-09     78.555E-09   
 840.E-06      3.0776E-06    1.5905E-09    81.929E-09   
 850.E-06      3.144E-06     1.6982E-09    85.4E-09     
 860.E-06      3.211E-06     1.8102E-09    88.97E-09    
 870.E-06      3.2785E-06    1.9267E-09    92.64E-09    
 880.E-06      3.3465E-06    2.0476E-09    96.41E-09    
 890.E-06      3.4152E-06    2.1731E-09    100.28E-09   
 900.E-06      3.4844E-06    2.3031E-09    104.26E-09   
 910.E-06      3.5541E-06    2.4378E-09    108.34E-09   
 920.E-06      3.6244E-06    2.5773E-09    112.53E-09   
 930.E-06      3.6952E-06    2.7216E-09    116.83E-09   
 940.E-06      3.7666E-06    2.8707E-09    121.23E-09   
 950.E-06      3.8385E-06    3.0247E-09    125.74E-09   
 960.E-06      3.9109E-06    3.1837E-09    130.37E-09   
 970.E-06      3.9839E-06    3.3478E-09    135.11E-09   
 980.E-06      4.0574E-06    3.5169E-09    139.96E-09   
 990.E-06      4.1314E-06    3.6913E-09    144.93E-09   
 0.001      4.2059E-06    3.8708E-09    150.01E-09   
 0.00101    4.281E-06     4.0556E-09    155.21E-09   
 0.00102    4.3565E-06    4.2458E-09    160.53E-09   
 0.00103    4.4326E-06    4.4413E-09    165.97E-09   
 0.00104    4.5092E-06    4.6424E-09    171.53E-09   
 0.00105    4.5863E-06    4.8489E-09    177.21E-09   
 0.00106    4.6639E-06    5.061E-09     183.02E-09   
 0.00107    4.742E-06     5.2787E-09    188.95E-09   
 0.00108    4.8206E-06    5.502E-09     195.E-09     
 0.00109    4.8996E-06    5.7311E-09    201.18E-09   
 0.0011     4.9792E-06    5.966E-09     207.49E-09   
 0.00111    5.0593E-06    6.2067E-09    213.93E-09   
 0.00112    5.1398E-06    6.4533E-09    220.5E-09    
 0.00113    5.2208E-06    6.7058E-09    227.19E-09   
 0.00114    5.3023E-06    6.9643E-09    234.02E-09   
 0.00115    5.3843E-06    7.2289E-09    240.98E-09   
 0.00116    5.4668E-06    7.4995E-09    248.08E-09   
 0.00117    5.5497E-06    7.7762E-09    255.3E-09    
 0.00118    5.6332E-06    8.0592E-09    262.66E-09   
 0.00119    5.7171E-06    8.3483E-09    270.15E-09   
 0.0012     5.8015E-06    8.6438E-09    277.76E-09   
 0.00121    5.8865E-06    8.9455E-09    285.49E-09   
 0.00122    5.972E-06     9.2537E-09    293.31E-09   
 0.00123    6.0583E-06    9.5683E-09    301.19E-09   
 0.00124    6.1455E-06    9.8895E-09    309.06E-09   
 0.00125    6.2339E-06    10.217E-09    316.81E-09   
 0.00126    6.3244E-06    10.552E-09    324.22E-09   
 0.00127    6.4179E-06    10.894E-09    330.91E-09   
 0.00128    6.5167E-06    11.243E-09    336.18E-09   
 0.00129    6.6246E-06    11.601E-09    338.81E-09   
 0.0013     6.7487E-06    11.969E-09    336.64E-09   
 0.00131    6.9012E-06    12.35E-09     326.06E-09   
 0.00132    7.1037E-06    12.748E-09    301.46E-09   
 0.00133    7.3912E-06    13.172E-09    255.86E-09   
 0.00134    7.8081E-06    13.635E-09    186.08E-09   
 0.00135    8.3797E-06    14.156E-09    103.69E-09   
 0.00136    9.0737E-06    14.755E-09    35.619E-09   
 0.00137    9.7531E-06    15.445E-09    4.2119E-09   
 0.00138    9.9284E-06    16.205E-09    3.2875E-09   
 0.00139    9.9335E-06    17.01E-09     7.7218E-09   
 0.001395   9.9976E-06    17.406E-09    7.9977E-09   
 0.0014     10.043E-06    17.801E-09    9.0651E-09   
 0.001405   10.103E-06    18.201E-09    9.5349E-09   
 0.00141    10.163E-06    18.606E-09    10.069E-09   
 0.00142    10.293E-06    19.43E-09     10.686E-09   
 0.00143    10.429E-06    20.278E-09    11.067E-09   
 0.00144    10.57E-06     21.149E-09    11.316E-09   
 0.00145    10.713E-06    22.043E-09    11.481E-09   
 0.00146    10.857E-06    22.961E-09    11.603E-09   
 0.00147    11.004E-06    23.903E-09    11.697E-09   
 0.00148    11.151E-06    24.871E-09    11.786E-09   
 0.00149    11.3E-06      25.864E-09    11.845E-09   
 0.0015     11.449E-06    26.884E-09    11.921E-09   
 0.00151    11.6E-06      27.929E-09    11.976E-09   
 0.00152    11.751E-06    29.002E-09    12.056E-09   
 0.00153    11.904E-06    30.101E-09    12.101E-09   
 0.00154    12.057E-06    31.228E-09    12.181E-09   
 0.00155    12.212E-06    32.383E-09    12.23E-09    
 0.00156    12.366E-06    33.566E-09    12.311E-09   
 0.00157    12.522E-06    34.778E-09    12.363E-09   
 0.00158    12.679E-06    36.019E-09    12.445E-09   
 0.00159    12.837E-06    37.289E-09    12.502E-09   
 0.0016     12.995E-06    38.589E-09    12.584E-09   
 0.00161    13.154E-06    39.919E-09    12.646E-09   
 0.00162    13.314E-06    41.28E-09     12.729E-09   
 0.00163    13.475E-06    42.671E-09    12.794E-09   
 0.00164    13.637E-06    44.094E-09    12.878E-09   
 0.00165    13.799E-06    45.549E-09    12.948E-09   
 0.00166    13.963E-06    47.035E-09    13.034E-09   
 0.00167    14.127E-06    48.554E-09    13.107E-09   
 0.00168    14.292E-06    50.106E-09    13.194E-09   
 0.00169    14.458E-06    51.691E-09    13.272E-09   
 0.0017     14.625E-06    53.31E-09     13.361E-09   
 0.00171    14.792E-06    54.963E-09    13.442E-09   
 0.00172    14.96E-06     56.65E-09     13.533E-09   
 0.00173    15.129E-06    58.372E-09    13.618E-09   
 0.00174    15.299E-06    60.129E-09    13.711E-09   
 0.00175    15.47E-06     61.922E-09    13.8E-09     
 0.00176    15.641E-06    63.75E-09     13.895E-09   
 0.00177    15.814E-06    65.615E-09    13.988E-09   
 0.00178    15.987E-06    67.517E-09    14.085E-09   
 0.00179    16.161E-06    69.456E-09    14.182E-09   
 0.0018     16.335E-06    71.433E-09    14.282E-09   
 0.00181    16.511E-06    73.448E-09    14.382E-09   
 0.00182    16.687E-06    75.501E-09    14.485E-09   
 0.00183    16.864E-06    77.593E-09    14.59E-09    
 0.00184    17.041E-06    79.724E-09    14.695E-09   
 0.00185    17.22E-06     81.895E-09    14.803E-09   
 0.00186    17.399E-06    84.105E-09    14.911E-09   
 0.00187    17.579E-06    86.357E-09    15.024E-09   
 0.00188    17.76E-06     88.649E-09    15.135E-09   
 0.00189    17.941E-06    90.982E-09    15.251E-09   
 0.0019     18.124E-06    93.357E-09    15.366E-09   
 0.00191    18.306E-06    95.774E-09    15.486E-09   
 0.00192    18.49E-06     98.233E-09    15.604E-09   
 0.00193    18.675E-06    100.74E-09    15.728E-09   
 0.00194    18.86E-06     103.28E-09    15.85E-09    
 0.00195    19.046E-06    105.87E-09    15.978E-09   
 0.00196    19.232E-06    108.5E-09     16.103E-09   
 0.00197    19.42E-06     111.18E-09    16.236E-09   
 0.00198    19.608E-06    113.9E-09     16.364E-09   
 0.00199    19.796E-06    116.67E-09    16.501E-09   
 0.002      19.986E-06    119.49E-09    16.634E-09   
 0.00201    20.176E-06    122.35E-09    16.775E-09   
 0.00202    20.367E-06    125.25E-09    16.911E-09   
 0.00203    20.559E-06    128.21E-09    17.057E-09   
 0.00204    20.751E-06    131.21E-09    17.197E-09   
 0.00205    20.944E-06    134.26E-09    17.347E-09   
 0.00206    21.137E-06    137.36E-09    17.492E-09   
 0.00207    21.332E-06    140.5E-09     17.646E-09   
 0.00208    21.527E-06    143.7E-09     17.796E-09   
 0.00209    21.722E-06    146.94E-09    17.955E-09   
 0.0021     21.919E-06    150.24E-09    18.109E-09   
 0.00211    22.116E-06    153.58E-09    18.272E-09   
 0.00212    22.314E-06    156.98E-09    18.431E-09   
 0.00213    22.512E-06    160.43E-09    18.599E-09   
 0.00214    22.711E-06    163.93E-09    18.762E-09   
 0.00215    22.91E-06     167.48E-09    18.936E-09   
 0.00216    23.111E-06    171.08E-09    19.104E-09   
 0.00217    23.312E-06    174.74E-09    19.282E-09   
 0.00218    23.513E-06    178.45E-09    19.456E-09   
 0.00219    23.715E-06    182.21E-09    19.639E-09   
 0.0022     23.918E-06    186.03E-09    19.817E-09   
 0.00221    24.122E-06    189.9E-09     20.006E-09   
 0.00222    24.326E-06    193.83E-09    20.19E-09    
 0.00223    24.531E-06    197.81E-09    20.384E-09   
 0.00224    24.736E-06    201.85E-09    20.573E-09   
 0.00225    24.942E-06    205.95E-09    20.772E-09   
 0.00226    25.148E-06    210.1E-09     20.967E-09   
 0.00227    25.355E-06    214.31E-09    21.172E-09   
 0.00228    25.563E-06    218.57E-09    21.373E-09   
 0.00229    25.772E-06    222.9E-09     21.583E-09   
 0.0023     25.981E-06    227.28E-09    21.79E-09    
 0.00231    26.19E-06     231.72E-09    22.006E-09   
 0.00232    26.4E-06      236.22E-09    22.219E-09   
 0.00233    26.611E-06    240.79E-09    22.441E-09   
 0.00234    26.822E-06    245.41E-09    22.66E-09    
 0.00235    27.034E-06    250.09E-09    22.889E-09   
 0.00236    27.246E-06    254.83E-09    23.114E-09   
 0.00237    27.459E-06    259.63E-09    23.348E-09   
 0.00238    27.673E-06    264.5E-09     23.581E-09   
 0.00239    27.887E-06    269.43E-09    23.821E-09   
 0.0024     28.101E-06    274.42E-09    24.06E-09    
 0.00241    28.317E-06    279.47E-09    24.307E-09   
 0.00242    28.532E-06    284.59E-09    24.553E-09   
 0.00243    28.748E-06    289.77E-09    24.807E-09   
 0.00244    28.965E-06    295.01E-09    25.059E-09   
 0.00245    29.183E-06    300.32E-09    25.32E-09    
 0.00246    29.4E-06      305.7E-09     25.58E-09    
 0.00247    29.619E-06    311.14E-09    25.848E-09   
 0.00248    29.838E-06    316.65E-09    26.115E-09   
 0.00249    30.057E-06    322.22E-09    26.39E-09    
 0.0025     30.277E-06    327.86E-09    26.664E-09   
 0.00251    30.497E-06    333.57E-09    26.947E-09   
 0.00252    30.718E-06    339.34E-09    27.229E-09   
 0.00253    30.939E-06    345.19E-09    27.519E-09   
 0.00254    31.161E-06    351.1E-09     27.809E-09   
 0.00255    31.384E-06    357.08E-09    28.106E-09   
 0.00256    31.607E-06    363.13E-09    28.404E-09   
 0.00257    31.83E-06     369.25E-09    28.71E-09    
 0.00258    32.054E-06    375.44E-09    29.016E-09   
 0.00259    32.278E-06    381.7E-09     29.33E-09    
 0.0026     32.503E-06    388.03E-09    29.644E-09   
 0.00261    32.728E-06    394.43E-09    29.966E-09   
 0.00262    32.953E-06    400.91E-09    30.289E-09   
 0.00263    33.179E-06    407.45E-09    30.619E-09   
 0.00264    33.406E-06    414.07E-09    30.951E-09   
 0.00265    33.633E-06    420.76E-09    31.29E-09    
 0.00266    33.86E-06     427.53E-09    31.631E-09   
 0.00267    34.088E-06    434.37E-09    31.979E-09   
 0.00268    34.316E-06    441.28E-09    32.329E-09   
 0.00269    34.545E-06    448.27E-09    32.686E-09   
 0.0027     34.774E-06    455.34E-09    33.045E-09   
 0.00271    35.004E-06    462.48E-09    33.411E-09   
 0.00272    35.234E-06    469.69E-09    33.78E-09    
 0.00273    35.464E-06    476.98E-09    34.156E-09   
 0.00274    35.695E-06    484.35E-09    34.535E-09   
 0.00275    35.926E-06    491.79E-09    34.92E-09    
 0.00276    36.157E-06    499.32E-09    35.309E-09   
 0.00277    36.389E-06    506.92E-09    35.704E-09   
 0.00278    36.622E-06    514.6E-09     36.103E-09   
 0.00279    36.854E-06    522.35E-09    36.508E-09   
 0.0028     37.087E-06    530.19E-09    36.918E-09   
 0.00281    37.321E-06    538.11E-09    37.334E-09   
 0.00282    37.555E-06    546.1E-09     37.753E-09   
 0.00283    37.789E-06    554.18E-09    38.18E-09    
 0.00284    38.023E-06    562.34E-09    38.611E-09   
 0.00285    38.258E-06    570.57E-09    39.048E-09   
 0.00286    38.493E-06    578.89E-09    39.49E-09    
 0.00287    38.729E-06    587.29E-09    39.938E-09   
 0.00288    38.965E-06    595.78E-09    40.392E-09   
 0.00289    39.201E-06    604.34E-09    40.852E-09   
 0.0029     39.437E-06    612.99E-09    41.316E-09   
 0.00291    39.674E-06    621.72E-09    41.788E-09   
 0.00292    39.911E-06    630.54E-09    42.264E-09   
 0.00293    40.149E-06    639.44E-09    42.748E-09   
 0.00294    40.387E-06    648.42E-09    43.236E-09   
 0.00295    40.625E-06    657.49E-09    43.732E-09   
 0.00296    40.863E-06    666.65E-09    44.233E-09   
 0.00297    41.102E-06    675.89E-09    44.741E-09   
 0.00298    41.341E-06    685.21E-09    45.254E-09   
 0.00299    41.58E-06     694.63E-09    45.775E-09   
 0.003      41.82E-06     704.12E-09    46.301E-09   
 0.00301    42.06E-06     713.71E-09    46.835E-09   
 0.00302    42.3E-06      723.38E-09    47.374E-09   
 0.00303    42.54E-06     733.15E-09    47.921E-09   
 0.00304    42.781E-06    743.E-09      48.474E-09   
 0.00305    43.022E-06    752.93E-09    49.034E-09   
 0.00306    43.263E-06    762.96E-09    49.6E-09     
 0.00307    43.504E-06    773.08E-09    50.174E-09   
 0.00308    43.746E-06    783.28E-09    50.755E-09   
 0.00309    43.988E-06    793.58E-09    51.343E-09   
 0.0031     44.23E-06     803.97E-09    51.937E-09   
 0.00311    44.472E-06    814.44E-09    52.54E-09    
 0.00312    44.715E-06    825.01E-09    53.149E-09   
 0.00313    44.958E-06    835.67E-09    53.766E-09   
 0.00314    45.201E-06    846.42E-09    54.39E-09    
 0.00315    45.444E-06    857.27E-09    55.022E-09   
 0.00316    45.687E-06    868.2E-09     55.661E-09   
 0.00317    45.931E-06    879.23E-09    56.308E-09   
 0.00318    46.175E-06    890.36E-09    56.963E-09   
 0.00319    46.419E-06    901.57E-09    57.625E-09   
 0.0032     46.663E-06    912.88E-09    58.296E-09   
 0.00321    46.908E-06    924.28E-09    58.974E-09   
 0.00322    47.152E-06    935.78E-09    59.66E-09    
 0.00323    47.397E-06    947.37E-09    60.355E-09   
 0.00324    47.642E-06    959.06E-09    61.058E-09   
 0.00325    47.887E-06    970.85E-09    61.769E-09   
 0.00326    48.132E-06    982.73E-09    62.489E-09   
 0.00327    48.378E-06    994.7E-09     63.217E-09   
 0.00328    48.623E-06    1.0068E-06    63.953E-09   
 0.00329    48.869E-06    1.0189E-06    64.698E-09   
 0.0033     49.115E-06    1.0312E-06    65.452E-09   
 0.00331    49.361E-06    1.0436E-06    66.215E-09   
 0.00332    49.607E-06    1.056E-06     66.987E-09   
 0.00333    49.853E-06    1.0686E-06    67.767E-09   
 0.00334    50.099E-06    1.0812E-06    68.557E-09   
 0.00335    50.346E-06    1.094E-06     69.355E-09   
 0.00336    50.592E-06    1.1069E-06    70.163E-09   
 0.00337    50.839E-06    1.1198E-06    70.981E-09   
 0.00338    51.086E-06    1.1329E-06    71.807E-09   
 0.00339    51.333E-06    1.146E-06     72.644E-09   
 0.0034     51.58E-06     1.1593E-06    73.489E-09   
 0.00341    51.827E-06    1.1726E-06    74.345E-09   
 0.00342    52.074E-06    1.1861E-06    75.21E-09    
 0.00343    52.321E-06    1.1996E-06    76.085E-09   
 0.00344    52.568E-06    1.2133E-06    76.971E-09   
 0.00345    52.816E-06    1.2271E-06    77.866E-09   
 0.00346    53.063E-06    1.2409E-06    78.771E-09   
 0.00347    53.31E-06     1.2549E-06    79.686E-09   
 0.00348    53.558E-06    1.269E-06     80.612E-09   
 0.00349    53.806E-06    1.2831E-06    81.549E-09   
 0.0035     54.053E-06    1.2974E-06    82.496E-09   
 0.00351    54.301E-06    1.3118E-06    83.453E-09   
 0.00352    54.548E-06    1.3263E-06    84.421E-09   
 0.00353    54.796E-06    1.3408E-06    85.4E-09     
 0.00354    55.044E-06    1.3555E-06    86.39E-09    
 0.00355    55.292E-06    1.3703E-06    87.391E-09   
 0.00356    55.539E-06    1.3852E-06    88.403E-09   
 0.00357    55.787E-06    1.4002E-06    89.426E-09   
 0.00358    56.035E-06    1.4153E-06    90.461E-09   
 0.00359    56.283E-06    1.4305E-06    91.507E-09   
 0.0036     56.531E-06    1.4458E-06    92.565E-09   
 0.00361    56.778E-06    1.4613E-06    93.634E-09   
 0.00362    57.026E-06    1.4768E-06    94.715E-09   
 0.00363    57.274E-06    1.4924E-06    95.808E-09   
 0.00364    57.521E-06    1.5082E-06    96.913E-09   
 0.00365    57.769E-06    1.524E-06     98.029E-09   
 0.00366    58.017E-06    1.54E-06      99.158E-09   
 0.00367    58.264E-06    1.5561E-06    100.3E-09    
 0.00368    58.512E-06    1.5722E-06    101.45E-09   
 0.00369    58.76E-06     1.5885E-06    102.62E-09   
 0.0037     59.007E-06    1.6049E-06    103.8E-09    
 0.00371    59.254E-06    1.6214E-06    104.99E-09   
 0.00372    59.502E-06    1.638E-06     106.19E-09   
 0.00373    59.749E-06    1.6547E-06    107.41E-09   
 0.00374    59.996E-06    1.6715E-06    108.64E-09   
 0.00375    60.243E-06    1.6885E-06    109.88E-09   
 0.00376    60.49E-06     1.7055E-06    111.14E-09   
 0.00377    60.737E-06    1.7227E-06    112.41E-09   
 0.00378    60.984E-06    1.7399E-06    113.69E-09   
 0.00379    61.231E-06    1.7573E-06    114.99E-09   
 0.0038     61.478E-06    1.7748E-06    116.3E-09    
 0.00381    61.724E-06    1.7924E-06    117.63E-09   
 0.00382    61.971E-06    1.8101E-06    118.97E-09   
 0.00383    62.217E-06    1.8279E-06    120.32E-09   
 0.00384    62.463E-06    1.8458E-06    121.69E-09   
 0.00385    62.709E-06    1.8639E-06    123.07E-09   
 0.00386    62.955E-06    1.882E-06     124.46E-09   
 0.00387    63.201E-06    1.9003E-06    125.87E-09   
 0.00388    63.447E-06    1.9186E-06    127.3E-09    
 0.00389    63.692E-06    1.9371E-06    128.74E-09   
 0.0039     63.938E-06    1.9557E-06    130.19E-09   
 0.00391    64.183E-06    1.9744E-06    131.66E-09   
 0.00392    64.428E-06    1.9933E-06    133.15E-09   
 0.00393    64.673E-06    2.0122E-06    134.65E-09   
 0.00394    64.917E-06    2.0312E-06    136.16E-09   
 0.00395    65.162E-06    2.0504E-06    137.69E-09   
 0.00396    65.406E-06    2.0697E-06    139.24E-09   
 0.00397    65.651E-06    2.0891E-06    140.8E-09    
 0.00398    65.895E-06    2.1086E-06    142.38E-09   
 0.00399    66.138E-06    2.1282E-06    143.98E-09   
 0.004      66.382E-06    2.1479E-06    145.59E-09   
 0.00401    66.625E-06    2.1677E-06    147.21E-09   
 0.00402    66.869E-06    2.1877E-06    148.86E-09   
 0.00403    67.112E-06    2.2078E-06    150.52E-09   
 0.00404    67.354E-06    2.228E-06     152.2E-09    
 0.00405    67.597E-06    2.2483E-06    153.89E-09   
 0.00406    67.839E-06    2.2687E-06    155.6E-09    
 0.00407    68.082E-06    2.2892E-06    157.33E-09   
 0.00408    68.323E-06    2.3098E-06    159.07E-09   
 0.00409    68.565E-06    2.3306E-06    160.84E-09   
 0.0041     68.806E-06    2.3515E-06    162.62E-09   
 0.00411    69.048E-06    2.3725E-06    164.41E-09   
 0.00412    69.288E-06    2.3936E-06    166.23E-09   
 0.00413    69.529E-06    2.4148E-06    168.06E-09   
 0.00414    69.769E-06    2.4361E-06    169.91E-09   
 0.00415    70.01E-06     2.4576E-06    171.78E-09   
 0.00416    70.249E-06    2.4791E-06    173.67E-09   
 0.00417    70.489E-06    2.5008E-06    175.58E-09   
 0.00418    70.728E-06    2.5226E-06    177.5E-09    
 0.00419    70.967E-06    2.5445E-06    179.45E-09   
 0.0042     71.206E-06    2.5666E-06    181.41E-09   
 0.00421    71.444E-06    2.5887E-06    183.39E-09   
 0.00422    71.682E-06    2.611E-06     185.39E-09   
 0.00423    71.92E-06     2.6333E-06    187.41E-09   
 0.00424    72.158E-06    2.6558E-06    189.45E-09   
 0.00425    72.395E-06    2.6785E-06    191.51E-09   
 0.00426    72.632E-06    2.7012E-06    193.59E-09   
 0.00427    72.868E-06    2.724E-06     195.69E-09   
 0.00428    73.104E-06    2.747E-06     197.81E-09   
 0.00429    73.34E-06     2.7701E-06    199.95E-09   
 0.0043     73.576E-06    2.7933E-06    202.11E-09   
 0.00431    73.811E-06    2.8166E-06    204.29E-09   
 0.00432    74.046E-06    2.84E-06      206.49E-09   
 0.00433    74.28E-06     2.8636E-06    208.72E-09   
 0.00434    74.514E-06    2.8872E-06    210.96E-09   
 0.00435    74.748E-06    2.911E-06     213.22E-09   
 0.00436    74.981E-06    2.9349E-06    215.51E-09   
 0.00437    75.214E-06    2.9589E-06    217.82E-09   
 0.00438    75.447E-06    2.983E-06     220.14E-09   
 0.00439    75.679E-06    3.0073E-06    222.49E-09   
 0.0044     75.911E-06    3.0317E-06    224.87E-09   
 0.00441    76.143E-06    3.0561E-06    227.26E-09   
 0.00442    76.374E-06    3.0807E-06    229.68E-09   
 0.00443    76.605E-06    3.1055E-06    232.12E-09   
 0.00444    76.835E-06    3.1303E-06    234.58E-09   
 0.00445    77.065E-06    3.1552E-06    237.06E-09   
 0.00446    77.294E-06    3.1803E-06    239.57E-09   
 0.00447    77.523E-06    3.2055E-06    242.1E-09    
 0.00448    77.752E-06    3.2308E-06    244.66E-09   
 0.00449    77.98E-06     3.2562E-06    247.23E-09   
 0.0045     78.208E-06    3.2818E-06    249.83E-09   
 0.00451    78.435E-06    3.3074E-06    252.46E-09   
 0.00452    78.662E-06    3.3332E-06    255.1E-09    
 0.00453    78.889E-06    3.3591E-06    257.78E-09   
 0.00454    79.115E-06    3.3851E-06    260.47E-09   
 0.00455    79.34E-06     3.4112E-06    263.19E-09   
 0.00456    79.566E-06    3.4374E-06    265.94E-09   
 0.00457    79.79E-06     3.4638E-06    268.71E-09   
 0.00458    80.015E-06    3.4903E-06    271.5E-09    
 0.00459    80.238E-06    3.5169E-06    274.32E-09   
 0.0046     80.462E-06    3.5436E-06    277.17E-09   
 0.00461    80.684E-06    3.5704E-06    280.04E-09   
 0.00462    80.907E-06    3.5973E-06    282.93E-09   
 0.00463    81.129E-06    3.6244E-06    285.86E-09   
 0.00464    81.35E-06     3.6516E-06    288.8E-09    
 0.00465    81.571E-06    3.6789E-06    291.78E-09   
 0.00466    81.791E-06    3.7063E-06    294.78E-09   
 0.00467    82.011E-06    3.7338E-06    297.8E-09    
 0.00468    82.23E-06     3.7614E-06    300.85E-09   
 0.00469    82.449E-06    3.7892E-06    303.93E-09   
 0.0047     82.667E-06    3.8171E-06    307.04E-09   
 0.00471    82.885E-06    3.8451E-06    310.17E-09   
 0.00472    83.103E-06    3.8732E-06    313.33E-09   
 0.00473    83.319E-06    3.9014E-06    316.52E-09   
 0.00474    83.535E-06    3.9297E-06    319.74E-09   
