#Time       P(R1)      P(R2)      P(R3)     
 0.1387     57.598E-06    237.01E-06    2.3189E-06   
 0.13871    57.12E-06     236.88E-06    2.3861E-06   
 0.13872    56.644E-06    236.74E-06    2.4543E-06   
 0.13873    56.169E-06    236.6E-06     2.5234E-06   
 0.13874    55.696E-06    236.46E-06    2.5934E-06   
 0.13875    55.224E-06    236.32E-06    2.6644E-06   
 0.13876    54.754E-06    236.17E-06    2.7363E-06   
 0.13877    54.286E-06    236.03E-06    2.8092E-06   
 0.13878    53.819E-06    235.88E-06    2.883E-06    
 0.13879    53.353E-06    235.73E-06    2.9577E-06   
 0.1388     52.89E-06     235.58E-06    3.0333E-06   
 0.13881    52.428E-06    235.43E-06    3.1099E-06   
 0.13882    51.967E-06    235.27E-06    3.1874E-06   
 0.13883    51.508E-06    235.11E-06    3.2659E-06   
 0.13884    51.051E-06    234.96E-06    3.3452E-06   
 0.13885    50.596E-06    234.8E-06     3.4255E-06   
 0.13886    50.142E-06    234.63E-06    3.5067E-06   
 0.13887    49.689E-06    234.47E-06    3.5889E-06   
 0.13888    49.239E-06    234.3E-06     3.6719E-06   
 0.13889    48.79E-06     234.14E-06    3.7559E-06   
 0.1389     48.343E-06    233.97E-06    3.8408E-06   
 0.13891    47.897E-06    233.8E-06     3.9266E-06   
 0.13892    47.453E-06    233.62E-06    4.0134E-06   
 0.13893    47.011E-06    233.45E-06    4.101E-06    
 0.13894    46.57E-06     233.27E-06    4.1896E-06   
 0.13895    46.132E-06    233.1E-06     4.279E-06    
 0.13896    45.695E-06    232.92E-06    4.3694E-06   
 0.13897    45.259E-06    232.73E-06    4.4607E-06   
 0.13898    44.826E-06    232.55E-06    4.5529E-06   
 0.13899    44.394E-06    232.37E-06    4.646E-06    
 0.139      43.964E-06    232.18E-06    4.74E-06     
 0.13901    43.535E-06    231.99E-06    4.835E-06    
 0.13902    43.109E-06    231.8E-06     4.9308E-06   
 0.13903    42.684E-06    231.61E-06    5.0275E-06   
 0.13904    42.261E-06    231.42E-06    5.1251E-06   
 0.13905    41.84E-06     231.22E-06    5.2236E-06   
 0.13906    41.42E-06     231.02E-06    5.323E-06    
 0.13907    41.002E-06    230.82E-06    5.4233E-06   
 0.13908    40.587E-06    230.62E-06    5.5245E-06   
 0.13909    40.173E-06    230.42E-06    5.6266E-06   
 0.1391     39.76E-06     230.22E-06    5.7296E-06   
 0.13911    39.35E-06     230.01E-06    5.8334E-06   
 0.13912    38.941E-06    229.8E-06     5.9382E-06   
 0.13913    38.534E-06    229.6E-06     6.0438E-06   
 0.13914    38.129E-06    229.38E-06    6.1503E-06   
 0.13915    37.726E-06    229.17E-06    6.2577E-06   
 0.13916    37.325E-06    228.96E-06    6.366E-06    
 0.13917    36.926E-06    228.74E-06    6.4751E-06   
 0.13918    36.528E-06    228.52E-06    6.5852E-06   
 0.13919    36.132E-06    228.3E-06     6.6961E-06   
 0.1392     35.739E-06    228.08E-06    6.8078E-06   
 0.13921    35.347E-06    227.86E-06    6.9205E-06   
 0.13922    34.957E-06    227.64E-06    7.034E-06    
 0.13923    34.568E-06    227.41E-06    7.1484E-06   
 0.13924    34.182E-06    227.18E-06    7.2636E-06   
 0.13925    33.798E-06    226.95E-06    7.3797E-06   
 0.13926    33.415E-06    226.72E-06    7.4967E-06   
 0.13927    33.035E-06    226.49E-06    7.6145E-06   
 0.13928    32.656E-06    226.26E-06    7.7332E-06   
 0.13929    32.28E-06     226.02E-06    7.8527E-06   
 0.1393     31.905E-06    225.78E-06    7.9731E-06   
 0.13931    31.532E-06    225.54E-06    8.0943E-06   
 0.13932    31.161E-06    225.3E-06     8.2164E-06   
 0.13933    30.792E-06    225.06E-06    8.3394E-06   
 0.13934    30.426E-06    224.82E-06    8.4632E-06   
 0.13935    30.061E-06    224.57E-06    8.5878E-06   
 0.13936    29.698E-06    224.32E-06    8.7133E-06   
 0.13937    29.337E-06    224.07E-06    8.8396E-06   
 0.13938    28.978E-06    223.82E-06    8.9667E-06   
 0.13939    28.621E-06    223.57E-06    9.0947E-06   
 0.1394     28.265E-06    223.32E-06    9.2235E-06   
 0.13941    27.912E-06    223.06E-06    9.3532E-06   
 0.13942    27.561E-06    222.8E-06     9.4836E-06   
 0.13943    27.212E-06    222.55E-06    9.615E-06    
 0.13944    26.865E-06    222.29E-06    9.7471E-06   
 0.13945    26.52E-06     222.02E-06    9.88E-06     
 0.13946    26.177E-06    221.76E-06    10.014E-06   
 0.13947    25.836E-06    221.5E-06     10.148E-06   
 0.13948    25.497E-06    221.23E-06    10.284E-06   
 0.13949    25.161E-06    220.96E-06    10.42E-06    
 0.1395     24.826E-06    220.69E-06    10.557E-06   
 0.13951    24.493E-06    220.42E-06    10.695E-06   
 0.13952    24.162E-06    220.15E-06    10.834E-06   
 0.13953    23.834E-06    219.87E-06    10.973E-06   
 0.13954    23.507E-06    219.6E-06     11.113E-06   
 0.13955    23.182E-06    219.32E-06    11.254E-06   
 0.13956    22.86E-06     219.04E-06    11.396E-06   
 0.13957    22.54E-06     218.76E-06    11.539E-06   
 0.13958    22.221E-06    218.48E-06    11.682E-06   
 0.13959    21.905E-06    218.19E-06    11.827E-06   
 0.1396     21.591E-06    217.91E-06    11.972E-06   
 0.13961    21.279E-06    217.62E-06    12.118E-06   
 0.13962    20.969E-06    217.33E-06    12.264E-06   
 0.13963    20.661E-06    217.04E-06    12.412E-06   
 0.13964    20.356E-06    216.75E-06    12.56E-06    
 0.13965    20.052E-06    216.46E-06    12.709E-06   
 0.13966    19.751E-06    216.17E-06    12.859E-06   
 0.13967    19.451E-06    215.87E-06    13.009E-06   
 0.13968    19.154E-06    215.57E-06    13.16E-06    
 0.13969    18.859E-06    215.28E-06    13.312E-06   
 0.1397     18.566E-06    214.98E-06    13.465E-06   
 0.13971    18.276E-06    214.67E-06    13.619E-06   
 0.13972    17.987E-06    214.37E-06    13.773E-06   
 0.13973    17.701E-06    214.07E-06    13.928E-06   
 0.13974    17.417E-06    213.76E-06    14.084E-06   
 0.13975    17.134E-06    213.45E-06    14.241E-06   
 0.13976    16.855E-06    213.14E-06    14.398E-06   
 0.13977    16.577E-06    212.83E-06    14.556E-06   
 0.13978    16.301E-06    212.52E-06    14.715E-06   
 0.13979    16.028E-06    212.21E-06    14.875E-06   
 0.1398     15.757E-06    211.89E-06    15.035E-06   
 0.13981    15.488E-06    211.58E-06    15.196E-06   
 0.13982    15.221E-06    211.26E-06    15.358E-06   
 0.13983    14.956E-06    210.94E-06    15.521E-06   
 0.13984    14.694E-06    210.62E-06    15.684E-06   
 0.13985    14.434E-06    210.3E-06     15.848E-06   
 0.13986    14.176E-06    209.98E-06    16.013E-06   
 0.13987    13.92E-06     209.65E-06    16.178E-06   
 0.13988    13.667E-06    209.33E-06    16.344E-06   
 0.13989    13.415E-06    209.E-06      16.511E-06   
 0.1399     13.166E-06    208.67E-06    16.679E-06   
 0.13991    12.919E-06    208.34E-06    16.847E-06   
 0.13992    12.675E-06    208.01E-06    17.016E-06   
 0.13993    12.432E-06    207.68E-06    17.186E-06   
 0.13994    12.192E-06    207.34E-06    17.357E-06   
 0.13995    11.955E-06    207.01E-06    17.528E-06   
 0.13996    11.719E-06    206.67E-06    17.7E-06     
 0.13997    11.486E-06    206.33E-06    17.872E-06   
 0.13998    11.254E-06    205.99E-06    18.046E-06   
 0.13999    11.026E-06    205.65E-06    18.22E-06    
 0.14       10.799E-06    205.31E-06    18.394E-06   
 0.14001    10.575E-06    204.97E-06    18.57E-06    
 0.14002    10.353E-06    204.62E-06    18.746E-06   
 0.14003    10.133E-06    204.28E-06    18.922E-06   
 0.14004    9.9155E-06    203.93E-06    19.1E-06     
 0.14005    9.7003E-06    203.58E-06    19.278E-06   
 0.14006    9.4874E-06    203.23E-06    19.457E-06   
 0.14007    9.2767E-06    202.88E-06    19.636E-06   
 0.14008    9.0684E-06    202.53E-06    19.816E-06   
 0.14009    8.8624E-06    202.17E-06    19.997E-06   
 0.1401     8.6587E-06    201.82E-06    20.178E-06   
 0.14011    8.4572E-06    201.46E-06    20.36E-06    
 0.14012    8.2581E-06    201.1E-06     20.543E-06   
 0.14013    8.0613E-06    200.75E-06    20.726E-06   
 0.14014    7.8668E-06    200.38E-06    20.91E-06    
 0.14015    7.6746E-06    200.02E-06    21.095E-06   
 0.14016    7.4848E-06    199.66E-06    21.28E-06    
 0.14017    7.2972E-06    199.3E-06     21.466E-06   
 0.14018    7.112E-06     198.93E-06    21.653E-06   
 0.14019    6.9291E-06    198.57E-06    21.84E-06    
 0.1402     6.7486E-06    198.2E-06     22.028E-06   
 0.14021    6.5703E-06    197.83E-06    22.216E-06   
 0.14022    6.3944E-06    197.46E-06    22.406E-06   
 0.14023    6.2209E-06    197.09E-06    22.595E-06   
 0.14024    6.0497E-06    196.72E-06    22.786E-06   
 0.14025    5.8808E-06    196.34E-06    22.977E-06   
 0.14026    5.7143E-06    195.97E-06    23.168E-06   
 0.14027    5.5501E-06    195.59E-06    23.36E-06    
 0.14028    5.3882E-06    195.22E-06    23.553E-06   
 0.14029    5.2288E-06    194.84E-06    23.747E-06   
 0.1403     5.0717E-06    194.46E-06    23.941E-06   
 0.14031    4.9169E-06    194.08E-06    24.135E-06   
 0.14032    4.7645E-06    193.7E-06     24.33E-06    
 0.14033    4.6145E-06    193.31E-06    24.526E-06   
 0.14034    4.4668E-06    192.93E-06    24.723E-06   
 0.14035    4.3215E-06    192.54E-06    24.92E-06    
 0.14036    4.1785E-06    192.16E-06    25.117E-06   
 0.14037    4.038E-06     191.77E-06    25.315E-06   
 0.14038    3.8998E-06    191.38E-06    25.514E-06   
 0.14039    3.764E-06     190.99E-06    25.713E-06   
 0.1404     3.6305E-06    190.6E-06     25.913E-06   
 0.14041    3.4995E-06    190.21E-06    26.114E-06   
 0.14042    3.3708E-06    189.82E-06    26.315E-06   
 0.14043    3.2445E-06    189.43E-06    26.516E-06   
 0.14044    3.1206E-06    189.03E-06    26.718E-06   
 0.14045    2.9991E-06    188.63E-06    26.921E-06   
 0.14046    2.88E-06      188.24E-06    27.124E-06   
 0.14047    2.7633E-06    187.84E-06    27.328E-06   
 0.14048    2.6489E-06    187.44E-06    27.532E-06   
 0.14049    2.537E-06     187.04E-06    27.737E-06   
 0.1405     2.4275E-06    186.64E-06    27.943E-06   
 0.14051    2.3203E-06    186.24E-06    28.149E-06   
 0.14052    2.2156E-06    185.83E-06    28.355E-06   
 0.14053    2.1132E-06    185.43E-06    28.562E-06   
 0.14054    2.0133E-06    185.02E-06    28.77E-06    
 0.14055    1.9158E-06    184.62E-06    28.978E-06   
 0.14056    1.8207E-06    184.21E-06    29.186E-06   
 0.14057    1.7279E-06    183.8E-06     29.395E-06   
 0.14058    1.6376E-06    183.39E-06    29.605E-06   
 0.14059    1.5497E-06    182.98E-06    29.815E-06   
 0.1406     1.4643E-06    182.57E-06    30.026E-06   
 0.14061    1.3812E-06    182.16E-06    30.237E-06   
 0.14062    1.3005E-06    181.75E-06    30.448E-06   
 0.14063    1.2223E-06    181.33E-06    30.66E-06    
 0.14064    1.1465E-06    180.92E-06    30.873E-06   
 0.14065    1.0731E-06    180.5E-06     31.086E-06   
 0.14066    1.0021E-06    180.09E-06    31.3E-06     
 0.14067    933.56E-09    179.67E-06    31.514E-06   
 0.14068    867.42E-09    179.25E-06    31.728E-06   
 0.14069    803.71E-09    178.83E-06    31.943E-06   
 0.1407     742.43E-09    178.41E-06    32.159E-06   
 0.14071    683.56E-09    177.99E-06    32.375E-06   
 0.14072    627.13E-09    177.56E-06    32.591E-06   
 0.14073    573.12E-09    177.14E-06    32.808E-06   
 0.14074    521.53E-09    176.72E-06    33.026E-06   
 0.14075    472.38E-09    176.29E-06    33.243E-06   
 0.14076    425.65E-09    175.87E-06    33.462E-06   
 0.14077    381.36E-09    175.44E-06    33.68E-06    
 0.14078    339.49E-09    175.01E-06    33.899E-06   
 0.14079    300.06E-09    174.58E-06    34.119E-06   
 0.1408     263.06E-09    174.16E-06    34.339E-06   
 0.14081    228.49E-09    173.73E-06    34.56E-06    
 0.14082    196.35E-09    173.29E-06    34.78E-06    
 0.14083    166.65E-09    172.86E-06    35.002E-06   
 0.14084    139.38E-09    172.43E-06    35.224E-06   
 0.14085    114.54E-09    172.E-06      35.446E-06   
 0.14086    92.138E-09    171.56E-06    35.668E-06   
 0.14087    72.171E-09    171.13E-06    35.891E-06   
 0.14088    54.639E-09    170.69E-06    36.115E-06   
 0.14089    39.542E-09    170.26E-06    36.339E-06   
 0.1409     26.881E-09    169.82E-06    36.563E-06   
 0.14091    16.655E-09    169.38E-06    36.787E-06   
 0.14092    8.8653E-09    168.94E-06    37.013E-06   
 0.14093    3.5113E-09    168.5E-06     37.238E-06   
 0.14094    593.24E-12    168.06E-06    37.464E-06   
 0.14095    111.16E-12    167.62E-06    37.69E-06    
 0.14096    2.065E-09     167.18E-06    37.917E-06   
 0.14097    6.4548E-09    166.74E-06    38.144E-06   
 0.14098    13.28E-09     166.29E-06    38.371E-06   
 0.14099    22.542E-09    165.85E-06    38.599E-06   
 0.141      34.238E-09    165.41E-06    38.827E-06   
 0.14101    48.37E-09     164.96E-06    39.055E-06   
 0.14102    64.937E-09    164.51E-06    39.284E-06   
 0.14103    83.939E-09    164.07E-06    39.513E-06   
 0.14104    105.38E-09    163.62E-06    39.743E-06   
 0.14105    129.25E-09    163.17E-06    39.972E-06   
 0.14106    155.55E-09    162.72E-06    40.203E-06   
 0.14107    184.29E-09    162.28E-06    40.433E-06   
 0.14108    215.46E-09    161.83E-06    40.664E-06   
 0.14109    249.06E-09    161.37E-06    40.895E-06   
 0.1411     285.09E-09    160.92E-06    41.127E-06   
 0.14111    323.56E-09    160.47E-06    41.359E-06   
 0.14112    364.45E-09    160.02E-06    41.591E-06   
 0.14113    407.78E-09    159.57E-06    41.824E-06   
 0.14114    453.53E-09    159.11E-06    42.056E-06   
 0.14115    501.71E-09    158.66E-06    42.29E-06    
 0.14116    552.32E-09    158.2E-06     42.523E-06   
 0.14117    605.36E-09    157.75E-06    42.757E-06   
 0.14118    660.82E-09    157.29E-06    42.991E-06   
 0.14119    718.71E-09    156.84E-06    43.225E-06   
 0.1412     779.02E-09    156.38E-06    43.46E-06    
 0.14121    841.76E-09    155.92E-06    43.695E-06   
 0.14122    906.92E-09    155.46E-06    43.93E-06    
 0.14123    974.49E-09    155.E-06      44.166E-06   
 0.14124    1.0445E-06    154.54E-06    44.402E-06   
 0.14125    1.1169E-06    154.09E-06    44.638E-06   
 0.14126    1.1917E-06    153.62E-06    44.874E-06   
 0.14127    1.269E-06     153.16E-06    45.111E-06   
 0.14128    1.3487E-06    152.7E-06     45.348E-06   
 0.14129    1.4307E-06    152.24E-06    45.585E-06   
 0.1413     1.5152E-06    151.78E-06    45.822E-06   
 0.14131    1.6021E-06    151.32E-06    46.06E-06    
 0.14132    1.6915E-06    150.85E-06    46.298E-06   
 0.14133    1.7832E-06    150.39E-06    46.536E-06   
 0.14134    1.8773E-06    149.92E-06    46.774E-06   
 0.14135    1.9738E-06    149.46E-06    47.013E-06   
 0.14136    2.0728E-06    148.99E-06    47.252E-06   
 0.14137    2.1741E-06    148.53E-06    47.491E-06   
 0.14138    2.2779E-06    148.06E-06    47.73E-06    
 0.14139    2.384E-06     147.6E-06     47.97E-06    
 0.1414     2.4925E-06    147.13E-06    48.21E-06    
 0.14141    2.6035E-06    146.66E-06    48.45E-06    
 0.14142    2.7168E-06    146.2E-06     48.69E-06    
 0.14143    2.8325E-06    145.73E-06    48.931E-06   
 0.14144    2.9506E-06    145.26E-06    49.171E-06   
 0.14145    3.0711E-06    144.79E-06    49.412E-06   
 0.14146    3.194E-06     144.32E-06    49.653E-06   
 0.14147    3.3193E-06    143.85E-06    49.894E-06   
 0.14148    3.447E-06     143.38E-06    50.136E-06   
 0.14149    3.577E-06     142.91E-06    50.377E-06   
 0.1415     3.7094E-06    142.44E-06    50.619E-06   
 0.14151    3.8442E-06    141.97E-06    50.861E-06   
 0.14152    3.9814E-06    141.5E-06     51.103E-06   
 0.14153    4.1209E-06    141.03E-06    51.346E-06   
 0.14154    4.2628E-06    140.56E-06    51.588E-06   
 0.14155    4.4071E-06    140.08E-06    51.831E-06   
 0.14156    4.5537E-06    139.61E-06    52.074E-06   
 0.14157    4.7027E-06    139.14E-06    52.317E-06   
 0.14158    4.8541E-06    138.66E-06    52.56E-06    
 0.14159    5.0078E-06    138.19E-06    52.803E-06   
 0.1416     5.1639E-06    137.72E-06    53.047E-06   
 0.14161    5.3223E-06    137.24E-06    53.29E-06    
 0.14162    5.4831E-06    136.77E-06    53.534E-06   
 0.14163    5.6462E-06    136.3E-06     53.778E-06   
 0.14164    5.8117E-06    135.82E-06    54.022E-06   
 0.14165    5.9795E-06    135.35E-06    54.266E-06   
 0.14166    6.1497E-06    134.87E-06    54.51E-06    
 0.14167    6.3222E-06    134.4E-06     54.754E-06   
 0.14168    6.497E-06     133.92E-06    54.999E-06   
 0.14169    6.6742E-06    133.44E-06    55.243E-06   
 0.1417     6.8537E-06    132.97E-06    55.488E-06   
 0.14171    7.0355E-06    132.49E-06    55.733E-06   
 0.14172    7.2196E-06    132.02E-06    55.978E-06   
 0.14173    7.4061E-06    131.54E-06    56.223E-06   
 0.14174    7.5949E-06    131.06E-06    56.468E-06   
 0.14175    7.786E-06     130.59E-06    56.713E-06   
 0.14176    7.9794E-06    130.11E-06    56.958E-06   
 0.14177    8.1751E-06    129.63E-06    57.203E-06   
 0.14178    8.3731E-06    129.16E-06    57.449E-06   
 0.14179    8.5735E-06    128.68E-06    57.694E-06   
 0.1418     8.7761E-06    128.2E-06     57.94E-06    
 0.14181    8.981E-06     127.72E-06    58.185E-06   
 0.14182    9.1882E-06    127.25E-06    58.431E-06   
 0.14183    9.3977E-06    126.77E-06    58.676E-06   
 0.14184    9.6095E-06    126.29E-06    58.922E-06   
 0.14185    9.8236E-06    125.81E-06    59.168E-06   
 0.14186    10.04E-06     125.33E-06    59.414E-06   
 0.14187    10.259E-06    124.86E-06    59.66E-06    
 0.14188    10.48E-06     124.38E-06    59.906E-06   
 0.14189    10.703E-06    123.9E-06     60.152E-06   
 0.1419     10.928E-06    123.42E-06    60.398E-06   
 0.14191    11.156E-06    122.94E-06    60.644E-06   
 0.14192    11.386E-06    122.47E-06    60.89E-06    
 0.14193    11.618E-06    121.99E-06    61.136E-06   
 0.14194    11.852E-06    121.51E-06    61.382E-06   
 0.14195    12.089E-06    121.03E-06    61.628E-06   
 0.14196    12.328E-06    120.55E-06    61.874E-06   
 0.14197    12.569E-06    120.07E-06    62.12E-06    
 0.14198    12.813E-06    119.6E-06     62.366E-06   
 0.14199    13.059E-06    119.12E-06    62.612E-06   
 0.142      13.306E-06    118.64E-06    62.858E-06   
 0.14201    13.557E-06    118.16E-06    63.104E-06   
 0.14202    13.809E-06    117.68E-06    63.35E-06    
 0.14203    14.063E-06    117.2E-06     63.596E-06   
 0.14204    14.32E-06     116.73E-06    63.842E-06   
 0.14205    14.579E-06    116.25E-06    64.088E-06   
 0.14206    14.84E-06     115.77E-06    64.334E-06   
 0.14207    15.104E-06    115.29E-06    64.58E-06    
 0.14208    15.369E-06    114.81E-06    64.826E-06   
 0.14209    15.637E-06    114.34E-06    65.072E-06   
 0.1421     15.907E-06    113.86E-06    65.317E-06   
 0.14211    16.179E-06    113.38E-06    65.563E-06   
 0.14212    16.454E-06    112.9E-06     65.809E-06   
 0.14213    16.73E-06     112.43E-06    66.054E-06   
 0.14214    17.009E-06    111.95E-06    66.3E-06     
 0.14215    17.29E-06     111.47E-06    66.545E-06   
 0.14216    17.573E-06    111.E-06      66.791E-06   
 0.14217    17.858E-06    110.52E-06    67.036E-06   
 0.14218    18.145E-06    110.04E-06    67.281E-06   
 0.14219    18.435E-06    109.57E-06    67.527E-06   
 0.1422     18.726E-06    109.09E-06    67.772E-06   
 0.14221    19.02E-06     108.62E-06    68.017E-06   
 0.14222    19.316E-06    108.14E-06    68.261E-06   
 0.14223    19.614E-06    107.66E-06    68.506E-06   
 0.14224    19.914E-06    107.19E-06    68.751E-06   
 0.14225    20.216E-06    106.71E-06    68.996E-06   
 0.14226    20.521E-06    106.24E-06    69.24E-06    
 0.14227    20.827E-06    105.76E-06    69.484E-06   
 0.14228    21.136E-06    105.29E-06    69.729E-06   
 0.14229    21.447E-06    104.82E-06    69.973E-06   
 0.1423     21.759E-06    104.34E-06    70.217E-06   
 0.14231    22.074E-06    103.87E-06    70.461E-06   
 0.14232    22.391E-06    103.39E-06    70.704E-06   
 0.14233    22.71E-06     102.92E-06    70.948E-06   
 0.14234    23.031E-06    102.45E-06    71.191E-06   
 0.14235    23.355E-06    101.98E-06    71.435E-06   
 0.14236    23.68E-06     101.5E-06     71.678E-06   
 0.14237    24.007E-06    101.03E-06    71.921E-06   
 0.14238    24.337E-06    100.56E-06    72.164E-06   
 0.14239    24.668E-06    100.09E-06    72.406E-06   
 0.1424     25.002E-06    99.618E-06    72.649E-06   
 0.14241    25.337E-06    99.148E-06    72.891E-06   
 0.14242    25.675E-06    98.678E-06    73.133E-06   
 0.14243    26.014E-06    98.208E-06    73.375E-06   
 0.14244    26.356E-06    97.738E-06    73.617E-06   
 0.14245    26.7E-06      97.269E-06    73.859E-06   
 0.14246    27.045E-06    96.8E-06      74.1E-06     
 0.14247    27.393E-06    96.332E-06    74.342E-06   
 0.14248    27.743E-06    95.863E-06    74.583E-06   
 0.14249    28.094E-06    95.396E-06    74.824E-06   
 0.1425     28.448E-06    94.928E-06    75.064E-06   
 0.14251    28.804E-06    94.462E-06    75.305E-06   
 0.14252    29.161E-06    93.995E-06    75.545E-06   
 0.14253    29.521E-06    93.529E-06    75.785E-06   
 0.14254    29.882E-06    93.063E-06    76.025E-06   
 0.14255    30.246E-06    92.598E-06    76.265E-06   
 0.14256    30.611E-06    92.134E-06    76.504E-06   
 0.14257    30.979E-06    91.669E-06    76.743E-06   
 0.14258    31.348E-06    91.205E-06    76.982E-06   
 0.14259    31.72E-06     90.742E-06    77.221E-06   
 0.1426     32.093E-06    90.279E-06    77.459E-06   
 0.14261    32.468E-06    89.817E-06    77.698E-06   
 0.14262    32.845E-06    89.355E-06    77.936E-06   
 0.14263    33.224E-06    88.894E-06    78.173E-06   
 0.14264    33.605E-06    88.433E-06    78.411E-06   
 0.14265    33.988E-06    87.972E-06    78.648E-06   
 0.14266    34.373E-06    87.512E-06    78.885E-06   
 0.14267    34.759E-06    87.053E-06    79.122E-06   
 0.14268    35.148E-06    86.594E-06    79.358E-06   
 0.14269    35.538E-06    86.136E-06    79.594E-06   
 0.1427     35.931E-06    85.678E-06    79.83E-06    
 0.14271    36.325E-06    85.221E-06    80.066E-06   
 0.14272    36.721E-06    84.764E-06    80.301E-06   
 0.14273    37.119E-06    84.308E-06    80.536E-06   
 0.14274    37.519E-06    83.853E-06    80.771E-06   
 0.14275    37.92E-06     83.398E-06    81.005E-06   
 0.14276    38.324E-06    82.943E-06    81.24E-06    
 0.14277    38.729E-06    82.49E-06     81.473E-06   
 0.14278    39.136E-06    82.037E-06    81.707E-06   
 0.14279    39.545E-06    81.584E-06    81.94E-06    
 0.1428     39.956E-06    81.132E-06    82.173E-06   
 0.14281    40.368E-06    80.681E-06    82.406E-06   
 0.14282    40.782E-06    80.23E-06     82.638E-06   
 0.14283    41.199E-06    79.78E-06     82.87E-06    
 0.14284    41.616E-06    79.331E-06    83.102E-06   
 0.14285    42.036E-06    78.882E-06    83.333E-06   
 0.14286    42.458E-06    78.434E-06    83.564E-06   
 0.14287    42.881E-06    77.987E-06    83.795E-06   
 0.14288    43.306E-06    77.54E-06     84.025E-06   
 0.14289    43.733E-06    77.094E-06    84.255E-06   
 0.1429     44.161E-06    76.648E-06    84.484E-06   
 0.14291    44.591E-06    76.204E-06    84.714E-06   
 0.14292    45.023E-06    75.76E-06     84.942E-06   
 0.14293    45.457E-06    75.317E-06    85.171E-06   
 0.14294    45.892E-06    74.874E-06    85.399E-06   
 0.14295    46.329E-06    74.432E-06    85.627E-06   
 0.14296    46.768E-06    73.991E-06    85.854E-06   
 0.14297    47.209E-06    73.551E-06    86.081E-06   
 0.14298    47.651E-06    73.111E-06    86.308E-06   
 0.14299    48.095E-06    72.672E-06    86.534E-06   
 0.143      48.54E-06     72.234E-06    86.76E-06    
 0.14301    48.988E-06    71.797E-06    86.986E-06   
 0.14302    49.437E-06    71.36E-06     87.211E-06   
 0.14303    49.887E-06    70.924E-06    87.436E-06   
 0.14304    50.339E-06    70.489E-06    87.66E-06    
 0.14305    50.793E-06    70.055E-06    87.884E-06   
 0.14306    51.249E-06    69.622E-06    88.108E-06   
 0.14307    51.706E-06    69.189E-06    88.331E-06   
 0.14308    52.165E-06    68.757E-06    88.553E-06   
 0.14309    52.625E-06    68.326E-06    88.776E-06   
 0.1431     53.087E-06    67.896E-06    88.998E-06   
 0.14311    53.55E-06     67.467E-06    89.219E-06   
 0.14312    54.016E-06    67.038E-06    89.44E-06    
 0.14313    54.482E-06    66.611E-06    89.661E-06   
 0.14314    54.951E-06    66.184E-06    89.881E-06   
 0.14315    55.421E-06    65.758E-06    90.1E-06     
 0.14316    55.892E-06    65.333E-06    90.32E-06    
 0.14317    56.365E-06    64.909E-06    90.539E-06   
 0.14318    56.84E-06     64.485E-06    90.757E-06   
 0.14319    57.316E-06    64.063E-06    90.975E-06   
 0.1432     57.793E-06    63.641E-06    91.192E-06   
 0.14321    58.273E-06    63.22E-06     91.409E-06   
 0.14322    58.753E-06    62.801E-06    91.626E-06   
 0.14323    59.235E-06    62.382E-06    91.842E-06   
 0.14324    59.719E-06    61.964E-06    92.058E-06   
 0.14325    60.204E-06    61.547E-06    92.273E-06   
 0.14326    60.691E-06    61.131E-06    92.488E-06   
 0.14327    61.179E-06    60.716E-06    92.702E-06   
 0.14328    61.669E-06    60.301E-06    92.915E-06   
 0.14329    62.16E-06     59.888E-06    93.129E-06   
 0.1433     62.652E-06    59.476E-06    93.341E-06   
 0.14331    63.146E-06    59.064E-06    93.554E-06   
 0.14332    63.642E-06    58.654E-06    93.765E-06   
 0.14333    64.139E-06    58.245E-06    93.977E-06   
 0.14334    64.637E-06    57.836E-06    94.188E-06   
 0.14335    65.137E-06    57.429E-06    94.398E-06   
 0.14336    65.638E-06    57.022E-06    94.608E-06   
 0.14337    66.141E-06    56.617E-06    94.817E-06   
 0.14338    66.644E-06    56.212E-06    95.025E-06   
 0.14339    67.15E-06     55.809E-06    95.234E-06   
 0.1434     67.657E-06    55.407E-06    95.441E-06   
 0.14341    68.165E-06    55.005E-06    95.649E-06   
 0.14342    68.674E-06    54.605E-06    95.855E-06   
 0.14343    69.185E-06    54.206E-06    96.061E-06   
 0.14344    69.697E-06    53.807E-06    96.267E-06   
 0.14345    70.21E-06     53.41E-06     96.472E-06   
 0.14346    70.725E-06    53.014E-06    96.676E-06   
 0.14347    71.241E-06    52.619E-06    96.88E-06    
 0.14348    71.759E-06    52.225E-06    97.084E-06   
 0.14349    72.278E-06    51.832E-06    97.287E-06   
 0.1435     72.798E-06    51.44E-06     97.489E-06   
 0.14351    73.319E-06    51.049E-06    97.691E-06   
 0.14352    73.842E-06    50.66E-06     97.892E-06   
 0.14353    74.366E-06    50.271E-06    98.092E-06   
 0.14354    74.891E-06    49.883E-06    98.293E-06   
 0.14355    75.417E-06    49.497E-06    98.492E-06   
 0.14356    75.945E-06    49.112E-06    98.691E-06   
 0.14357    76.474E-06    48.728E-06    98.889E-06   
 0.14358    77.004E-06    48.345E-06    99.087E-06   
 0.14359    77.535E-06    47.963E-06    99.284E-06   
 0.1436     78.068E-06    47.582E-06    99.481E-06   
 0.14361    78.602E-06    47.202E-06    99.677E-06   
 0.14362    79.137E-06    46.824E-06    99.872E-06   
